District,Tehsil,Village,Village Code,Google Drive Link,update time and date 
Charkhi Dadri,Dadri,Shishwala,101581,,
Charkhi Dadri,Dadri,Naurangabas Rajputan,101582,,
Charkhi Dadri,Dadri,Asawari,101583,,
Charkhi Dadri,Dadri,Kidara,101584,,
Charkhi Dadri,Dadri,Sarupgarh,101585,,
Charkhi Dadri,Dadri,Kanheti,101586,,
Charkhi Dadri,Dadri,Santor,101587,,
Charkhi Dadri,Dadri,Bhairvi,101588,,
Charkhi Dadri,Dadri,Jayashri,101589,,
Charkhi Dadri,Dadri,Sahuwas,101590,,
Charkhi Dadri,Dadri,Kheri Bura,101591,,
Charkhi Dadri,Dadri,Ghikara,101592,,
Charkhi Dadri,Dadri,Mehra,101593,,
Charkhi Dadri,Dadri,Khatiwas,101594,,
Charkhi Dadri,Dadri,Barsana,101595,,
Charkhi Dadri,Dadri,Rampura,101596,,
Charkhi Dadri,Dadri,Dohka Moji,101597,,
Charkhi Dadri,Dadri,Narsinghwas,101598,,
Charkhi Dadri,Dadri,Birhi Khurd,101599,,
Charkhi Dadri,Dadri,Dudiwala Nandkaran,101600,,
Charkhi Dadri,Dadri,Akhtyarpura,101601,,
Charkhi Dadri,Dadri,Kheri Sanwal,101602,,
Charkhi Dadri,Dadri,Kapuri,101603,,
Charkhi Dadri,Dadri,Gothra,101604,,
Charkhi Dadri,Dadri,Makrani,101605,,
Charkhi Dadri,Dadri,Noswa,101606,,
Charkhi Dadri,Dadri,Datoli,101607,,
Charkhi Dadri,Dadri,Balkara,101608,,
Charkhi Dadri,Dadri,Dadhi Chillar,101609,,
Charkhi Dadri,Dadri,Abidpura,101610,,
Charkhi Dadri,Dadri,Balroad,101611,,
Charkhi Dadri,Dadri,Rambass,101612,,
Charkhi Dadri,Dadri,Gokal,101613,,
Charkhi Dadri,Dadri,Balali,101614,,
Charkhi Dadri,Dadri,Palri,101615,,
Charkhi Dadri,Dadri,Badal,101616,,
Charkhi Dadri,Dadri,Jawa,101617,,
Charkhi Dadri,Dadri,Bijana,101618,,
Charkhi Dadri,Dadri,Rudrol,101619,,
Charkhi Dadri,Dadri,Un Mu Badhwana,101620,,
Charkhi Dadri,Dadri,Mai Khurd,101621,,
Charkhi Dadri,Dadri,Gudana,101622,,
Charkhi Dadri,Dadri,Jhojhu Khurd,101623,,
Charkhi Dadri,Dadri,Chandeni,101624,,
Bhiwani,Loharu,Loharu,101625,,
Bhiwani,Loharu,Fartiya Tal,101626,,
Bhiwani,Loharu,Sohansra,101627,,
Bhiwani,Loharu,Gagarwas,101628,,
Bhiwani,Loharu,Bisalwas,101629,,
Bhiwani,Loharu,Fartiya Bhima,101630,,
Bhiwani,Loharu,Barwas,101631,,
Bhiwani,Loharu,Jhuppa Kalan,101632,,
Bhiwani,Loharu,Gignow,101633,,
Bhiwani,Loharu,Gothra2,101634,,
Bhiwani,Loharu,Kushalpura,101635,,
Bhiwani,Loharu,Damkora,101636,,
Bhiwani,Loharu,Dhigawa Jattan,101637,,
Bhiwani,Loharu,Kural,101638,,
Bhiwani,Loharu,Kharkari,101639,,
Bhiwani,Loharu,Singhani,101640,,
Bhiwani,Loharu,Jhanjhra Sheoran,101641,,
Bhiwani,Loharu,Brahlu,101642,,
Bhiwani,Loharu,Sehar,101643,,
Bhiwani,Loharu,Pahari,101644,,
Bhiwani,Loharu,Nakipur,101645,,
Bhiwani,Loharu,Bardu Chaina,101646,,
Bhiwani,Loharu,Budhera,101647,,
Bhiwani,Loharu,Mohmad Nagar,101648,,
Bhiwani,Loharu,Allaudinpur,101649,,
Bhiwani,Loharu,Akbarpur,101650,,
Bhiwani,Loharu,Rahimpur,101651,,
Bhiwani,Loharu,Dhani Shyama,101652,,
Bhiwani,Loharu,Azampur,101653,,
Bhiwani,Loharu,Dhani Dhola,101654,,
Bhiwani,Loharu,Ahmadwas,101655,,
Bhiwani,Loharu,Fartiya Kehar,101656,,
Bhiwani,Loharu,Jhuppa Khurd,101657,,
Bhiwani,Loharu,Dhani Mansukh,101658,,
Bhiwani,Loharu,Jhanjhra Toda,101659,,
Bhiwani,Loharu,Dhigawa Shamiyan,101660,,
Bhiwani,Loharu,Jhanjhra Hasanpur,101661,,
Bhiwani,Loharu,Dhani Ahmad,101662,,
Bhiwani,Loharu,Dhana Jogi,101663,,
Bhiwani,Loharu,Budheri,101664,,
Bhiwani,Loharu,Bardu Dhirja,101665,,
Bhiwani,Loharu,Bardu Puran,101666,,
Bhiwani,Loharu,Amirwas,101667,,
Bhiwani,Loharu,Basirwas,101668,,
Bhiwani,Loharu,Dhani Lachhman,101669,,
Bhiwani,Loharu,Manfara,101670,,
Bhiwani,Loharu,Ratiwas,101671,,
Bhiwani,Tosham,Riwasa,101672,,
Bhiwani,Tosham,Nigana Kalan,101673,,
Bhiwani,Tosham,Nigana Khurd,101674,,
Bhiwani,Tosham,Dhani Mahu,101675,,
Bhiwani,Tosham,Bajina,101676,,
Bhiwani,Tosham,Sangban,101677,,
Bhiwani,Tosham,Dhang Kalan,101678,,
Bhiwani,Tosham,Dhang Khurd,101679,,
Bhiwani,Tosham,Tosham,101680,,
Bhiwani,Tosham,Khanak,101681,,
Bhiwani,Tosham,Kirawar,101682,,
Bhiwani,Tosham,Pinjokhra,101683,,
Bhiwani,Tosham,Baganwala,101684,,
Bhiwani,Tosham,Kharkari Sohan,101685,,
Bhiwani,Tosham,Kharkari Makhwan,101686,,
Bhiwani,Tosham,Sidhan,101687,,
Bhiwani,Tosham,Bhera,101688,,
Bhiwani,Tosham,Miran,101689,,
Bhiwani,Tosham,Chanana,101690,,
Bhiwani,Tosham,Dariyapur,101691,,
Bhiwani,Tosham,Isharwal,101692,,
Bhiwani,Tosham,Devawas,101693,,
Bhiwani,Tosham,Kairu,101694,,
Bhiwani,Tosham,Devrala,101695,,
Bhiwani,Tosham,Sandwa,101696,,
Bhiwani,Tosham,Sungerpur,101697,,
Bhiwani,Tosham,Khariawas,101698,,
Bhiwani,Tosham,Indiwali,101699,,
Bhiwani,Tosham,Mandhan,101700,,
Bhiwani,Tosham,Dharan,101701,,
Bhiwani,Tosham,Gudha2,101702,,
Bhiwani,Tosham,Alakhpura,101703,,
Bhiwani,Tosham,Jhanwari,101704,,
Bhiwani,Tosham,Burtana,101705,,
Bhiwani,Tosham,Chhapar Jogian,101706,,
Bhiwani,Tosham,Dulheri,101707,,
Bhiwani,Tosham,Busan,101708,,
Bhiwani,Tosham,Rodhan,101709,,
Bhiwani,Tosham,Bhariwas2,101710,,
Bhiwani,Tosham,Jhully,101711,,
Bhiwani,Tosham,Badalwala,101712,,
Bhiwani,Tosham,Khaparwas,101713,,
Bhiwani,Tosham,Mansarwas,101714,,
Bhiwani,Tosham,Ladiyawali,101715,,
Bhiwani,Tosham,Garanpura,101716,,
Bhiwani,Tosham,Dharwanbas,101717,,
Bhiwani,Tosham,Katwar,101718,,
Bhiwani,Tosham,Hasan,101719,,
Bhiwani,Tosham,Sahlewala,101720,,
Bhiwani,Tosham,Patodi,101721,,
Bhiwani,Tosham,Khawa,101722,,
Bhiwani,Tosham,Saral,101723,,
Bhiwani,Tosham,Alampur,101724,,
Bhiwani,Tosham,Bidola,101725,,
Bhiwani,Tosham,Thilor,101726,,
Bhiwani,Tosham,Dadam,101727,,
Bhiwani,Tosham,Chhapar Rangran,101728,,
Bhiwani,Siwani,Gaindawas,101729,,
Bhiwani,Siwani,Badwa,101730,,
Bhiwani,Siwani,Dhani Shillanwali,101731,,
Bhiwani,Siwani,Dhani Ramjas,101732,,
Bhiwani,Siwani,Kikral,101733,,
Bhiwani,Siwani,Bhakhatawarpura,101734,,
Bhiwani,Siwani,Gurera,101735,,
Bhiwani,Siwani,Naloi,101736,,
Bhiwani,Siwani,Lilas,101737,,
Bhiwani,Siwani,Siwani,101738,,
Bhiwani,Siwani,Matani,101739,,
Bhiwani,Siwani,Ghanghala,101740,,
Bhiwani,Siwani,Gudha,101741,,
Bhiwani,Siwani,Gadwa,101742,,
Bhiwani,Siwani,Talwani,101743,,
Bhiwani,Siwani,Mohila,101744,,
Bhiwani,Siwani,Kalod,101745,,
Bhiwani,Siwani,Khera,101746,,
Bhiwani,Siwani,Rupana,101747,,
Bhiwani,Siwani,Dhulkot,101748,,
Bhiwani,Siwani,Dhani Bhakran,101749,,
Bhiwani,Siwani,Jhuppa Kalan,101750,,
Bhiwani,Siwani,Mithi,101751,,
Bhiwani,Siwani,Bidhwan,101752,,
Bhiwani,Siwani,Garwa,101753,,
Bhiwani,Siwani,Mandholi Khurd,101754,,
Bhiwani,Siwani,Jhuppa Kalan2,101755,,
Bhiwani,Siwani,Morka,101756,,
Bhiwani,Siwani,Devsar2,101757,,
Bhiwani,Siwani,Kharkhari2,101758,,
Bhiwani,Siwani,Kalali2,101759,,
Bhiwani,Siwani,Siwach,101760,,
Bhiwani,Siwani,Jhuppa Khurd2,101761,,
Bhiwani,Siwani,Kalkali,101762,,
Charkhi Dadri,Badhra,Kadma,101763,https://www.google.com/maps/d/viewer?mid=1NG2KMxxXU5gfsujQWBAXrShXhoUMpvc&g_ep=CAESBzI2LjI1LjUYACDdYiqVASw5NDI2NzcyNyw5NDI5MjE5NSw5NDI5OTUzMiwxMDA3OTY0OTgsMTAwNzk3NzYxLDEwMDc5NjUzNSwxMjE3OTM1OTQsOTQyODA1NzYsOTQyMDczOTQsOTQyMDc1MDYsOTQyMDg1MDYsOTQyMTg2NTMsOTQyMjk4MzksOTQyNzUxNjgsOTQyNzk2MTksMTAwODE1NjQwQgJJTg%3D%3D&skid=d8fc4eb9-31a4-4599-ab8b-ff17a51abef5&shorturl=1,20260704134105
Charkhi Dadri,Badhra,Dagroli,101764,,
Charkhi Dadri,Badhra,Janrambas,101765,,
Charkhi Dadri,Badhra,Kakroli,101766,,
Charkhi Dadri,Badhra,Rahrodi,101767,https://www.google.com/maps/d/viewer?mid=1NG2KMxxXU5gfsujQWBAXrShXhoUMpvc&g_ep=CAESBzI2LjI1LjUYACDdYiqVASw5NDI2NzcyNyw5NDI5MjE5NSw5NDI5OTUzMiwxMDA3OTY0OTgsMTAwNzk3NzYxLDEwMDc5NjUzNSwxMjE3OTM1OTQsOTQyODA1NzYsOTQyMDczOTQsOTQyMDc1MDYsOTQyMDg1MDYsOTQyMTg2NTMsOTQyMjk4MzksOTQyNzUxNjgsOTQyNzk2MTksMTAwODE1NjQwQgJJTg%3D%3D&skid=d8fc4eb9-31a4-4599-ab8b-ff17a51abef5&shorturl=1,20260704141739
Charkhi Dadri,Badhra,Nandha,101768,,
Charkhi Dadri,Badhra,Pichopa Khurd,101769,,
Charkhi Dadri,Badhra,Bilawal,101770,,
Charkhi Dadri,Badhra,Gopalwas,101771,,
Charkhi Dadri,Badhra,Dhanasri,101772,https://goo.gl/maps/XkYwGQMJ4P3abhqXA?g_st=aw,20260704133436
Charkhi Dadri,Badhra,Chandwas,101773,https://goo.gl/maps/XkYwGQMJ4P3abhqXA?g_st=aw,20260704135757
Charkhi Dadri,Badhra,Kanhra,101774,,
Charkhi Dadri,Badhra,Jewali,101775,,
Charkhi Dadri,Badhra,Berla,101776,,
Charkhi Dadri,Badhra,Mandi Hariya,101777,,
Charkhi Dadri,Badhra,Badhra,101778,,
Charkhi Dadri,Badhra,Kari mod,101779,,
Charkhi Dadri,Badhra,Gobindpura,101780,,
Charkhi Dadri,Badhra,Shyam Kalyan,101781,,
Charkhi Dadri,Badhra,Kari rupa,101782,https://www.google.com/maps/d/edit?mid=1iozzFk7C08zYhGJd31nIYn518wIxKOc&usp=sharing,7/4/2026
Charkhi Dadri,Badhra,Dawarka,101783,,
Charkhi Dadri,Badhra,Dandma,101784,,
Charkhi Dadri,Badhra,Kakroli Hukami,101785,,
Charkhi Dadri,Badhra,Kakroli Sardara,101786,,
Charkhi Dadri,Badhra,Umarwas,101787,,
Charkhi Dadri,Badhra,Jeetpura,101788,,
Charkhi Dadri,Badhra,Gopi,101789,,
Charkhi Dadri,Badhra,Bhandwa,101790,,
Charkhi Dadri,Badhra,Lad,101791,,
Charkhi Dadri,Badhra,Hui,101792,,
Charkhi Dadri,Badhra,Rahroda Khurd,101793,,
Charkhi Dadri,Badhra,Rahroda Kalan,101794,,
Charkhi Dadri,Badhra,Kubja Nagar,101795,,
Charkhi Dadri,Badhra,Bindraban,101796,,
Charkhi Dadri,Badhra,Badrai,101797,,
Charkhi Dadri,Badhra,Kiskandha,101798,,
Charkhi Dadri,Badhra,Hansawas Kalan,101799,,
Charkhi Dadri,Badhra,Nimar,101800,,
Charkhi Dadri,Badhra,Mandi Piranu,101801,,
Charkhi Dadri,Badhra,Mandi Kher,101802,,
Charkhi Dadri,Badhra,Hansawas Khurd,101803,,
Charkhi Dadri,Badhra,Panchgaon,101804,,
Charkhi Dadri,Badhra,Kari das,101805,https://www.google.com/maps/d/edit?mid=1iozzFk7C08zYhGJd31nIYn518wIxKOc&usp=sharing,7/4/2026
Charkhi Dadri,Badhra,Kari tokha,101806,,
Charkhi Dadri,Badhra,Kari adu,101807,,
Charkhi Dadri,Badhra,Ladwas,101808,,
Charkhi Dadri,Badhra,Bhariwas,101809,,
Charkhi Dadri,Badhra,Dalawas,101810,,
Charkhi Dadri,Badhra,Muthara,101811,,
Charkhi Dadri,Badhra,Surajgarh,101812,,
Charkhi Dadri,Badhra,Bhopali,101813,https://www.google.com/maps/d/edit?mid=1iozzFk7C08zYhGJd31nIYn518wIxKOc&usp=sharing,7/4/2026
Charkhi Dadri,Badhra,Kari dharni,101814,,
Charkhi Dadri,Bondkalan,Sanwar,101815,,
Charkhi Dadri,Bondkalan,Sankroad,101816,,
Charkhi Dadri,Bondkalan,Hindol,101817,,
Charkhi Dadri,Bondkalan,Kasni,101818,,
Charkhi Dadri,Bondkalan,Kohlawas,101819,,
Charkhi Dadri,Bondkalan,Bond Kalan,101820,,
Charkhi Dadri,Bondkalan,Malkosh,101821,,
Charkhi Dadri,Bondkalan,Rankoli,101822,,
Charkhi Dadri,Bondkalan,Sanjarwas,101823,,
Charkhi Dadri,Bondkalan,Bond Khurd,101824,,
Charkhi Dadri,Bondkalan,Un mu Bond,101825,,
Charkhi Dadri,Bondkalan,Ranila,101826,,
Charkhi Dadri,Bondkalan,Jhinjhar,101827,,
Charkhi Dadri,Bondkalan,Achina,101828,,
Charkhi Dadri,Bondkalan,Phogat,101829,,
Charkhi Dadri,Bondkalan,Sonf,101830,,
Charkhi Dadri,Bondkalan,Mirch,101831,,
Charkhi Dadri,Bondkalan,Lamba,101832,,
Charkhi Dadri,Bondkalan,Nimri,101833,,
Charkhi Dadri,Bondkalan,Bas-mu- Ranila,101834,,
Charkhi Dadri,Bondkalan,Bhageswari,101835,,
Faridabad,Faridabad,Faridabad,101836,,
Faridabad,Faridabad,Tilpat,101837,,
Faridabad,Faridabad,Dadsiya,101838,,
Faridabad,Faridabad,Mawai,101839,,
Faridabad,Faridabad,Bhupani,101840,,
Faridabad,Faridabad,Kheri Kalan,101841,,
Faridabad,Faridabad,Nacholi,101842,,
Faridabad,Faridabad,Baselva,101843,,
Faridabad,Faridabad,Fatehpur Chandila,101844,,
Faridabad,Faridabad,Bhudena,101845,,
Faridabad,Faridabad,Ishmailpur,101846,,
Faridabad,Faridabad,Agwanpur,101847,,
Faridabad,Faridabad,Salarpur,101848,,
Faridabad,Faridabad,Badshahpur,101849,,
Faridabad,Faridabad,Tikawli,101850,,
Faridabad,Faridabad,Asalatpur,101851,,
Faridabad,Faridabad,Rivajpur,101852,,
Faridabad,Faridabad,Kirawali,101853,,
Faridabad,Faridabad,Bandepur,101854,,
Faridabad,Faridabad,Etmadpur,101855,,
Faridabad,Faridabad,Palla,101856,,
Faridabad,Faridabad,Sehatpur,101857,,
Faridabad,Faridabad,Wazirpur,101858,,
Faridabad,Faridabad,Palwali,101859,,
Faridabad,Faridabad,Chak Mavai,101860,,
Faridabad,Faridabad,Dhaidar,101861,,
Faridabad,Faridabad,Sherpur Khadar,101862,,
Faridabad,Faridabad,Kheri Khurd,101863,,
Faridabad,Faridabad,Badarpur Said,101864,,
Faridabad,Faridabad,Tajpur,101865,,
Faridabad,Faridabad,Mahavatpur,101866,,
Faridabad,Faridabad,Mojmabad,101867,,
Faridabad,Faridabad,Lalpur,101868,,
Faridabad,Faridabad,Bhaskola,101869,,
Faridabad,Faridabad,Bhatola,101870,,
Faridabad,Faridabad,Baroli,101871,,
Faridabad,Faridabad,Pahladpur Majra Baroli,101872,,
Faridabad,Ballabgarh,Ballabgarh,101873,,
Faridabad,Ballabgarh,Chandawali,101874,,
Faridabad,Ballabgarh,Sikri,101875,,
Faridabad,Ballabgarh,Deeg,101876,,
Faridabad,Ballabgarh,Jharsetli,101877,,
Faridabad,Ballabgarh,Payala,101878,,
Faridabad,Ballabgarh,Fatehpur Billoch,101879,,
Faridabad,Ballabgarh,Sihi,101880,,
Faridabad,Ballabgarh,Ranhera,101881,,
Faridabad,Ballabgarh,Uncha Gaon,101882,,
Faridabad,Ballabgarh,Bahbalpur,101883,,
Faridabad,Ballabgarh,Sotai,101884,,
Faridabad,Ballabgarh,Mujeri,101885,,
Faridabad,Ballabgarh,Navada Tigaon,101886,,
Faridabad,Ballabgarh,Nagla Jogian,101887,,
Faridabad,Ballabgarh,Harphala,101888,,
Faridabad,Ballabgarh,Mohla,101889,,
Faridabad,Ballabgarh,Pahladpur Majra Deeg,101890,,
Faridabad,Ballabgarh,Shahpur Kalan,101891,,
Faridabad,Ballabgarh,Samaipur,101892,,
Faridabad,Ballabgarh,Malerna,101893,,
Faridabad,Ballabgarh,Sunper,101894,,
Faridabad,Ballabgarh,Sagarpur,101895,,
Faridabad,Ballabgarh,Shahpur Khurd,101896,,
Faridabad,Ballabgarh,Jajru,101897,,
Faridabad,Ballabgarh,Kailgaon,101898,,
Faridabad,Ballabgarh,Khandawali,101899,,
Faridabad,Ballabgarh,Panhera Kalan,101900,,
Faridabad,Ballabgarh,Ladholi,101901,,
Faridabad,Ballabgarh,Sahupura Khadar,101902,,
Palwal,Palwal,Kalwaka,101903,,
Palwal,Palwal,Teharki,101904,,
Palwal,Palwal,Dhatir,101905,,
Palwal,Palwal,Maheshpur,101906,,
Palwal,Palwal,Aharwan,101907,,
Palwal,Palwal,Allika,101908,,
Palwal,Palwal,Palwal,101909,,
Palwal,Palwal,Ratipur,101910,,
Palwal,Palwal,Bamani Khera,101911,,
Palwal,Palwal,Ghughera,101912,,
Palwal,Palwal,Phulwari,101913,,
Palwal,Palwal,Chhaprola,101914,,
Palwal,Palwal,Prithla,101915,,
Palwal,Palwal,Dudhola,101916,,
Palwal,Palwal,Baghola,101917,,
Palwal,Palwal,Firojpur,101918,,
Palwal,Palwal,Janoli,101919,,
Palwal,Palwal,Alawalpur,101920,,
Palwal,Palwal,Mandkol,101921,,
Palwal,Palwal,Badhraon,101922,,
Palwal,Palwal,Asaoti,101923,,
Palwal,Palwal,Khijurka,101924,,
Palwal,Palwal,Asaota,101925,,
Palwal,Palwal,Rundhi,101926,,
Palwal,Palwal,Bata,101927,,
Palwal,Palwal,Katesra,101928,,
Palwal,Palwal,Rasulpur,101929,,
Palwal,Palwal,Farizabad Misa,101930,,
Palwal,Palwal,Sihol,101931,,
Palwal,Palwal,Ghori,101932,,
Palwal,Palwal,Thanthari,101933,,
Palwal,Palwal,Sujwari,101934,,
Palwal,Palwal,Rampur Khor,101935,,
Palwal,Palwal,Bagpur Khurd,101936,,
Palwal,Palwal,Solra,101937,,
Palwal,Palwal,Shekhpur,101938,,
Palwal,Palwal,Chandhat,101939,,
Palwal,Palwal,Gurwari,101940,,
Palwal,Palwal,Sultanpur,101941,,
Palwal,Palwal,Kashipur,101942,,
Palwal,Palwal,Kushak,101943,,
Palwal,Palwal,Bela,101944,,
Palwal,Palwal,Baroli,101945,,
Palwal,Palwal,Paroli,101946,,
Palwal,Palwal,Dehlaka,101947,,
Palwal,Palwal,Dungarpur,101948,,
Palwal,Palwal,Bhurja,101949,,
Palwal,Palwal,Chandpur,101950,,
Palwal,Palwal,Attarchata,101951,,
Palwal,Palwal,Rajupur Bangar,101952,,
Palwal,Palwal,Ulenda,101953,,
Palwal,Palwal,Jaindapur,101954,,
Palwal,Palwal,Amru,101955,,
Palwal,Palwal,Milkpur,101956,,
Palwal,Palwal,Yadupur,101957,,
Palwal,Palwal,Papri,101958,,
Palwal,Palwal,Kairaka,101959,,
Palwal,Palwal,Rajolaka,101960,,
Palwal,Palwal,Nangli Pachanki,101961,,
Palwal,Palwal,Durgapur,101962,,
Palwal,Palwal,Gailpur,101963,,
Palwal,Palwal,Joharkhera,101964,,
Palwal,Palwal,Dhamaka,101965,,
Palwal,Palwal,Jalalpur Khalsa,101966,,
Palwal,Palwal,Bamnika,101967,,
Palwal,Palwal,Dholagarh,101968,,
Palwal,Palwal,Raipur,101969,,
Palwal,Palwal,Lalwan,101970,,
Palwal,Palwal,Kakrali,101971,,
Palwal,Palwal,Rajpura,101972,,
Palwal,Palwal,Chirawata,101973,,
Palwal,Palwal,Rahrana,101974,,
Palwal,Palwal,Jodhpur,101975,,
Palwal,Palwal,Selothi,101976,,
Palwal,Palwal,Patli Khurd,101977,,
Palwal,Palwal,Karana,101978,,
Palwal,Palwal,Tikri Brahman,101979,,
Palwal,Palwal,Bahrola,101980,,
Palwal,Palwal,Sahrala,101981,,
Palwal,Palwal,Harphali,101982,,
Palwal,Palwal,Sikanderpur,101983,,
Palwal,Palwal,Patli Kalan,101984,,
Palwal,Palwal,Nangla Bhiku,101985,,
Palwal,Palwal,Mirapur,101986,,
Palwal,Palwal,Tatarpur,101987,,
Palwal,Palwal,Alahapur,101988,,
Palwal,Palwal,Fazalpur,101989,,
Palwal,Palwal,Agwanpur,101990,,
Palwal,Palwal,Devali,101991,,
Palwal,Palwal,Kakripur,101992,,
Palwal,Palwal,Sadarpur,101993,,
Palwal,Palwal,Ghaghot,101994,,
Palwal,Palwal,Ladpur,101995,,
Palwal,Palwal,Jatola,101996,,
Palwal,Palwal,Dundasa,101997,,
Palwal,Palwal,Softa,101998,,
Palwal,Palwal,Gadpuri,101999,,
Palwal,Palwal,Kithwari,102000,,
Palwal,Palwal,Taraka,102001,,
Palwal,Palwal,Lohagarh,102002,,
Palwal,Palwal,Ronija,102003,,
Palwal,Palwal,Atohan,102004,,
Palwal,Palwal,Khusrupur,102005,,
Palwal,Palwal,Ladiaka,102006,,
Palwal,Palwal,Hidayatpur,102007,,
Palwal,Palwal,Nagal Brahman,102008,,
Palwal,Palwal,Raidaska,102009,,
Palwal,Palwal,Dadauta,102010,,
Palwal,Palwal,Gopi Khera,102011,,
Palwal,Palwal,Jalhaka,102012,,
Palwal,Palwal,Kurara Shahpur,102013,,
Palwal,Palwal,Chhajju Nagar,102014,,
Palwal,Palwal,Hosangabad,102015,,
Palwal,Palwal,Akbarpur Dakora,102016,,
Palwal,Palwal,Khelra Farizanpur,102017,,
Palwal,Palwal,Pelak,102018,,
Palwal,Palwal,Hassapur,102019,,
Palwal,Palwal,Dostpur,102020,,
Palwal,Palwal,Chirwari,102021,,
Palwal,Palwal,Milk Gani,102022,,
Palwal,Palwal,Lalpur Qadim,102023,,
Palwal,Palwal,Balai,102024,,
Palwal,Palwal,Amarpur,102025,,
Palwal,Palwal,Maksudpur,102026,,
Palwal,Palwal,Kulena,102027,,
Palwal,Palwal,Bagpur Kalan,102028,,
Palwal,Palwal,Zaibabad Kherli,102029,,
Palwal,Palwal,Bhud,102030,,
Palwal,Palwal,Bhud,102031,,
Palwal,Palwal,Nagalia,102032,,
Palwal,Palwal,Behrampur,102033,,
Palwal,Palwal,Jhuppa,102034,,
Palwal,Palwal,Rajupur Khadar,102035,,
Palwal,Palwal,Bholra,102036,,
Palwal,Palwal,Pahladpur,102037,,
Palwal,Palwal,Lulwari,102038,,
Palwal,Palwal,Mustafabad,102039,,
Palwal,Palwal,Rahimpur,102040,,
Palwal,Palwal,Amroli,102041,,
Palwal,Palwal,Tikri Gurjar,102042,,
Palwal,Palwal,Lalgarh,102043,,
Palwal,Palwal,Atwa,102044,,
Palwal,Palwal,Bilochpur,102045,,
Palwal,Palwal,Kishorpur,102046,,
Palwal,Palwal,Rakhota,102047,,
Palwal,Palwal,Rakhota,102048,,
Palwal,Hodal,Siha,102049,,
Palwal,Hodal,Marroli,102050,,
Palwal,Hodal,Aurangabad,102051,,
Palwal,Hodal,Mitnol,102052,,
Palwal,Hodal,Seoli,102053,,
Palwal,Hodal,Khatela Sarai,102054,,
Palwal,Hodal,Banchari,102055,,
Palwal,Hodal,Sondh,102056,,
Palwal,Hodal,Hodal,102057,,
Palwal,Hodal,Bhulwana,102058,,
Palwal,Hodal,Deeghot,102059,,
Palwal,Hodal,Banswa,102060,,
Palwal,Hodal,Bhiduki,102061,,
Palwal,Hodal,Gorota,102062,,
Palwal,Hodal,Palri,102063,,
Palwal,Hodal,Solaka,102064,,
Palwal,Hodal,Dakora,102065,,
Palwal,Hodal,Jalalpur mafi,102066,,
Palwal,Hodal,Gudhrana,102067,,
Palwal,Hodal,Tumasra,102068,,
Palwal,Hodal,Kodla,102069,,
Palwal,Hodal,Dadka,102070,,
Palwal,Hodal,Boraka,102071,,
Palwal,Hodal,Lohina,102072,,
Palwal,Hodal,Karwan,102073,,
Palwal,Hodal,Pengaltu,102074,,
Palwal,Hodal,Khirbi,102075,,
Palwal,Hodal,Baptoli,102076,,
Palwal,Hathin,Hathin,102077,,
Palwal,Hathin,Firojpur Rajput,102078,,
Palwal,Hathin,Kalsara,102079,,
Palwal,Hathin,Gahlab,102080,,
Palwal,Hathin,Kondal,102081,,
Palwal,Hathin,Guraksar,102082,,
Palwal,Hathin,Rupraka,102083,,
Palwal,Hathin,Utawar,102084,,
Palwal,Hathin,Mandkola,102085,,
Palwal,Hathin,Saroli,102086,,
Palwal,Hathin,Mandhnaka,102087,,
Palwal,Hathin,Pondri,102088,,
Palwal,Hathin,Bighawali,102089,,
Palwal,Hathin,Chhainsa,102090,,
Palwal,Hathin,Janacholi,102091,,
Palwal,Hathin,Gharrot,102092,,
Palwal,Hathin,Bhangori Palwal,102093,,
Palwal,Hathin,Lakhnaka,102094,,
Palwal,Hathin,Malai,102095,,
Palwal,Hathin,Ransika,102096,,
Palwal,Hathin,Garhi Vinoda,102097,,
Palwal,Hathin,Rindka,102098,,
Palwal,Hathin,Kourali Hathin,102099,,
Palwal,Hathin,Bamnola Jogi,102100,,
Palwal,Hathin,Bajada Pahari,102101,,
Palwal,Hathin,Andhrola,102102,,
Palwal,Hathin,Gohpur,102103,,
Palwal,Hathin,Pachanka,102104,,
Palwal,Hathin,Bhudpur,102105,,
Palwal,Hathin,Jarari,102106,,
Palwal,Hathin,Mohadamka,102107,,
Palwal,Hathin,Khilluka,102108,,
Palwal,Hathin,Paharpur,102109,,
Palwal,Hathin,Kukarchati,102110,,
Palwal,Hathin,Kanoli,102111,,
Palwal,Hathin,Kherli Jita,102112,,
Palwal,Hathin,Mandori,102113,,
Palwal,Hathin,Riber,102114,,
Palwal,Hathin,Akbarpur Natol,102115,,
Palwal,Hathin,Durechi,102116,,
Palwal,Hathin,Babupur,102117,,
Palwal,Hathin,Ladmaki,102118,,
Palwal,Hathin,Mahluka,102119,,
Palwal,Hathin,Kherli Brahman,102120,,
Palwal,Hathin,Mankaka,102121,,
Palwal,Hathin,Mirka,102122,,
Palwal,Hathin,Swamika,102123,,
Palwal,Hathin,Jainpur,102124,,
Palwal,Hathin,Aluka,102125,,
Palwal,Hathin,Aluka,102126,,
Palwal,Hathin,Khokiaka,102127,,
Palwal,Hathin,Puthli,102128,,
Palwal,Hathin,Ghinghraka,102129,,
Palwal,Hathin,Mangoraka,102130,,
Palwal,Hathin,Malokhra,102131,,
Palwal,Hathin,Sapanki,102132,,
