District,Tehsil,Village,Village Code,Google Drive Link,update time and date 
Karnal,Nigdu,Koer,104361,,
Karnal,Nigdu,Sitamath,104362,,
Karnal,Nigdu,Mohri,104363,,
Karnal,Nigdu,Anjan Thali,104364,,
Karnal,Nigdu,Kamalpur,104365,,
Karnal,Nigdu,Jamba,104366,,
Karnal,Nigdu,Sambhi,104367,,
Karnal,Nigdu,Ramana Ramani,104368,,
Karnal,Nigdu,Barthal,104369,,
Karnal,Nigdu,Bir Badalwa,104370,,
Karnal,Nigdu,Patanpuri,104371,,
Karnal,Nigdu,Haibatpur2,104372,,
Karnal,Nigdu,Bhukhapuri,104373,,
Karnal,Nigdu,Dholpura,104374,,
Karnal,Nigdu,Majra Rodan,104375,,
Karnal,Nigdu,Bir Dhandhari,104376,,
Karnal,Nigdu,Sohllon,104377,,
Karnal,Nigdu,Abla,104378,,
Karnal,Nigdu,Abli,104379,,
Karnal,Nigdu,Borsham,104380,,
Karnal,Nigdu,Gittalpur,104381,,
Karnal,Nigdu,Brahaman Majra,104382,,
Karnal,Nigdu,Dabarthal,104383,,
Karnal,Nigdu,Khawaja Ahmadpur,104384,,
Karnal,Nigdu,Pujam,104385,,
Karnal,Ballah,Bal Rangra,104386,,
Karnal,Ballah,Pabana Hassanpur,104387,,
Karnal,Ballah,Munak,104388,,
Karnal,Ballah,Ballah,104389,,
Karnal,Ballah,Salwan,104390,,
Karnal,Ballah,Goli,104391,,
Karnal,Ballah,Kurlan,104392,,
Karnal,Ballah,Padha,104393,,
Karnal,Ballah,Kheri Munak,104394,,
Karnal,Ballah,Anchla,104395,,
Karnal,Ballah,Kutana,104396,,
Karnal,Ballah,Khaktor,104397,,
Karnal,Ballah,Risalwa,104398,,
Karnal,Ballah,Mor Majra,104399,,
Karnal,Ballah,Bambhar Heri,104400,,
Kurukshetra,Pehowa,Pehowa,104401,,
Kurukshetra,Pehowa,Thana,104402,,
Kurukshetra,Pehowa,Kheri Shishgran,104403,,
Kurukshetra,Pehowa,Guldehra,104404,,
Kurukshetra,Pehowa,Ramgarh Road,104405,,
Kurukshetra,Pehowa,Seonsar,104406,,
Kurukshetra,Pehowa,Adhoya,104407,,
Kurukshetra,Pehowa,Diwana,104408,,
Kurukshetra,Pehowa,Ishaq,104409,,
Kurukshetra,Pehowa,Siana Saidan,104410,,
Kurukshetra,Pehowa,Bakhli,104411,,
Kurukshetra,Pehowa,Karah,104412,,
Kurukshetra,Pehowa,Morthali,104413,,
Kurukshetra,Pehowa,Lohar Majra,104414,,
Kurukshetra,Pehowa,Kamoda,104415,,
Kurukshetra,Pehowa,Bhor Saidan,104416,,
Kurukshetra,Pehowa,Chhalon,104417,,
Kurukshetra,Pehowa,Murtzapur,104418,,
Kurukshetra,Pehowa,Bibipur Kalan,104419,,
Kurukshetra,Pehowa,Sarsa,104420,,
Kurukshetra,Pehowa,Batheri,104421,,
Kurukshetra,Pehowa,Urnaicha,104422,,
Kurukshetra,Pehowa,Sandhola,104423,,
Kurukshetra,Pehowa,Sandholi,104424,,
Kurukshetra,Pehowa,Gumthala Garhu,104425,,
Kurukshetra,Pehowa,Surswati Khera,104426,,
Kurukshetra,Pehowa,Urnai,104427,,
Kurukshetra,Pehowa,Chanal Heri,104428,,
Kurukshetra,Pehowa,Bodhni,104429,,
Kurukshetra,Pehowa,Kalsa,104430,,
Kurukshetra,Pehowa,Jurasi Kalan,104431,,
Kurukshetra,Pehowa,Bhorak,104432,,
Kurukshetra,Pehowa,Malakpur,104433,,
Kurukshetra,Pehowa,Duniya Majra,104434,,
Kurukshetra,Pehowa,Kanthala,104435,,
Kurukshetra,Pehowa,Bherian,104436,,
Kurukshetra,Pehowa,Dhulgarh,104437,,
Kurukshetra,Pehowa,Galedwa,104438,,
Kurukshetra,Pehowa,Mangna,104439,,
Kurukshetra,Pehowa,Helwa,104440,,
Kurukshetra,Pehowa,Rattangarh urf Kakrali,104441,,
Kurukshetra,Pehowa,Neemwala,104442,,
Kurukshetra,Pehowa,Kakrala Gujran,104443,,
Kurukshetra,Pehowa,Mohanpur,104444,,
Kurukshetra,Pehowa,Garhi Langri,104445,,
Kurukshetra,Pehowa,Jhinwarheri,104446,,
Kurukshetra,Pehowa,Sataura,104447,,
Kurukshetra,Pehowa,Theh Bir Badsuyee,104448,,
Kurukshetra,Pehowa,Khizarpura,104449,,
Kurukshetra,Pehowa,Garhi Roran,104450,,
Kurukshetra,Pehowa,Singhpura,104451,,
Kurukshetra,Pehowa,Khanpur Rodan,104452,,
Kurukshetra,Pehowa,Nikatpura urf GarhiSinghanhan,104453,,
Kurukshetra,Pehowa,Garhi Kaharan,104454,,
Kurukshetra,Pehowa,Takoran,104455,,
Kurukshetra,Pehowa,Rampura,104456,,
Kurukshetra,Pehowa,Makimpura,104457,,
Kurukshetra,Pehowa,Surmi,104458,,
Kurukshetra,Pehowa,Bhainsi Majra,104459,,
Kurukshetra,Pehowa,Ruan,104460,,
Kurukshetra,Pehowa,Theh Malbora,104461,,
Kurukshetra,Pehowa,Asamanpur,104462,,
Kurukshetra,Pehowa,Balochpura,104463,,
Kurukshetra,Pehowa,Dhanirampura,104464,,
Kurukshetra,Pehowa,Jurasi Khurd,104465,,
Kurukshetra,Pehowa,Sansa,104466,,
Kurukshetra,Pehowa,Chhajjupur,104467,,
Kurukshetra,Pehowa,Bodha,104468,,
Kurukshetra,Pehowa,Teokar,104469,,
Kurukshetra,Pehowa,Shahpur,104470,,
Kurukshetra,Pehowa,Zulmat,104471,,
Kurukshetra,Pehowa,Gangheri,104472,,
Kurukshetra,Pehowa,Lotni,104473,,
Kurukshetra,Pehowa,Tikri,104474,,
Kurukshetra,Pehowa,Shri Nagar,104475,,
Kurukshetra,Pehowa,Azamatpur,104476,,
Kurukshetra,Pehowa,Khanjarpur,104477,,
Kurukshetra,Pehowa,Megha Majra,104478,,
Kurukshetra,Pehowa,Bachki,104479,,
Kurukshetra,Pehowa,Talheri,104480,,
Kurukshetra,Pehowa,Mandi,104481,,
Kurukshetra,Shahabad,Bibipur,104482,,
Kurukshetra,Shahabad,Katlaheri,104483,,
Kurukshetra,Shahabad,Kharindwa,104484,,
Kurukshetra,Shahabad,Teora,104485,,
Kurukshetra,Shahabad,Bakana,104486,,
Kurukshetra,Shahabad,Charauni Jattan,104487,,
Kurukshetra,Shahabad,Chanar Thal,104488,,
Kurukshetra,Shahabad,Sambhalkhi,104489,,
Kurukshetra,Shahabad,Landhi,104490,,
Kurukshetra,Shahabad,Jhamra Shahabad,104491,,
Kurukshetra,Shahabad,Kankra Shahbad,104492,,
Kurukshetra,Shahabad,Rawa,104493,,
Kurukshetra,Shahabad,Jandheri,104494,,
Kurukshetra,Shahabad,Nagala,104495,,
Kurukshetra,Shahabad,Fatehgarh Jharauli,104496,,
Kurukshetra,Shahabad,Nalwi,104497,,
Kurukshetra,Shahabad,Golpura,104498,,
Kurukshetra,Shahabad,Kalsana,104499,,
Kurukshetra,Shahabad,Tangaur,104500,,
Kurukshetra,Shahabad,Rattangarh,104501,,
Kurukshetra,Shahabad,Kathwa,104502,,
Kurukshetra,Shahabad,Thaska Ali,104503,,
Kurukshetra,Shahabad,Yara,104504,,
Kurukshetra,Shahabad,Fatehgarh Atari,104505,,
Kurukshetra,Shahabad,Tigri,104506,,
Kurukshetra,Shahabad,Khera,104507,,
Kurukshetra,Shahabad,Ahamadpur,104508,,
Kurukshetra,Shahabad,Naraingarh,104509,,
Kurukshetra,Shahabad,Kahangarh,104510,,
Kurukshetra,Shahabad,Dhangali,104511,,
Kurukshetra,Shahabad,Jogi Majra,104512,,
Kurukshetra,Shahabad,Bir Chhapar,104513,,
Kurukshetra,Shahabad,Dhola Majra,104514,,
Kurukshetra,Shahabad,Khanpur Jatan,104515,,
Kurukshetra,Shahabad,Hibana,104516,,
Kurukshetra,Shahabad,Machhrauli,104517,,
Kurukshetra,Shahabad,Atwan,104518,,
Kurukshetra,Shahabad,Dhantori,104519,,
Kurukshetra,Shahabad,Sarai Sukhi,104520,,
Kurukshetra,Shahabad,Ramnagar,104521,,
Kurukshetra,Shahabad,Rawal Kheri,104522,,
Kurukshetra,Shahabad,Salempur2,104523,,
Kurukshetra,Shahabad,Chhorpur,104524,,
Kurukshetra,Shahabad,Mohri,104525,,
Kurukshetra,Shahabad,Haldaheri,104526,,
Kurukshetra,Shahabad,Dau Majra,104527,,
Kurukshetra,Shahabad,Kaliana,104528,,
Kurukshetra,Shahabad,Jainpur,104529,,
Kurukshetra,Shahabad,Tagra,104530,,
Kurukshetra,Shahabad,Damli,104531,,
Kurukshetra,Shahabad,Rawi,104532,,
Kurukshetra,Shahabad,Ram Nagar,104533,,
Kurukshetra,Shahabad,Dadlu,104534,,
Kurukshetra,Shahabad,Padlu,104535,,
Kurukshetra,Shahabad,Chhapra,104536,,
Kurukshetra,Shahabad,Chhapri,104537,,
Kurukshetra,Shahabad,Kishangarh,104538,,
Kurukshetra,Shahabad,Kalsani,104539,,
Kurukshetra,Shahabad,Patti Shahzadpur,104540,,
Kurukshetra,Shahabad,Sulkhani,104541,,
Kurukshetra,Shahabad,Raipur,104542,,
Kurukshetra,Shahabad,Rai Majra,104543,,
Kurukshetra,Shahabad,Mahdooda,104544,,
Kurukshetra,Shahabad,Saidpur Barwalian,104545,,
Kurukshetra,Shahabad,Nahar Majra,104546,,
Kurukshetra,Shahabad,Mahiyuddinpur,104547,,
Kurukshetra,Shahabad,Boripur,104548,,
Kurukshetra,Shahabad,Patti Boripur,104549,,
Kurukshetra,Shahabad,Goripur,104550,,
Kurukshetra,Shahabad,Bhokar Majra,104551,,
Kurukshetra,Shahabad,Mamu Majra,104552,,
Kurukshetra,Shahabad,Tangauri,104553,,
Kurukshetra,Shahabad,Bijarpur,104554,,
Kurukshetra,Shahabad,Dharamgarh,104555,,
Kurukshetra,Shahabad,Madanpur,104556,,
Kurukshetra,Shahabad,Mohanpur2,104557,,
Kurukshetra,Shahabad,Gumti,104558,,
Kurukshetra,Shahabad,Surkhpur,104559,,
Kurukshetra,Shahabad,Malikpur,104560,,
Kurukshetra,Shahabad,Dhakala,104561,,
Kurukshetra,Shahabad,Mugal Majra,104562,,
Kurukshetra,Shahabad,Jharauli Khurd,104563,,
Kurukshetra,Shahabad,Mandheri,104564,,
Kurukshetra,Shahabad,Tharauli,104565,,
Kurukshetra,Shahabad,Dalla Majra,104566,,
Kurukshetra,Shahabad,Yari,104567,,
Kurukshetra,Shahabad,Buhawa,104568,,
Kurukshetra,Shahabad,Berthali,104569,,
Kurukshetra,Shahabad,Wasalpur,104570,,
Kurukshetra,Ladwa,Chhalaundi,104571,,
Kurukshetra,Ladwa,Budha,104572,,
Kurukshetra,Ladwa,Ban,104573,,
Kurukshetra,Ladwa,Bapdi,104574,,
Kurukshetra,Ladwa,Ladwa,104575,,
Kurukshetra,Ladwa,Gadli,104576,,
Kurukshetra,Ladwa,Nawarsi,104577,,
Kurukshetra,Ladwa,Bakali,104578,,
Kurukshetra,Ladwa,Mehra,104579,,
Kurukshetra,Ladwa,Gudha,104580,,
Kurukshetra,Ladwa,Gajlana,104581,,
Kurukshetra,Ladwa,Jainpur,104582,,
Kurukshetra,Ladwa,Bahlolpur,104583,,
Kurukshetra,Ladwa,Bartauli,104584,,
Kurukshetra,Ladwa,Salempur,104585,,
Kurukshetra,Ladwa,Jandhera,104586,,
Kurukshetra,Ladwa,Barshami,104587,,
Kurukshetra,Ladwa,Sura,104588,,
Kurukshetra,Ladwa,Bani,104589,,
Kurukshetra,Ladwa,Murad Nagar,104590,,
Kurukshetra,Ladwa,Bhut Majra,104591,,
Kurukshetra,Ladwa,Kheri Dablan,104592,,
Kurukshetra,Ladwa,Bapda,104593,,
Kurukshetra,Ladwa,Baraundi,104594,,
Kurukshetra,Ladwa,Baraunda,104595,,
Kurukshetra,Ladwa,Gobindgarh,104596,,
Kurukshetra,Ladwa,Dhanaura,104597,,
Kurukshetra,Ladwa,Dera,104598,,
Kurukshetra,Ladwa,Dhuda,104599,,
Kurukshetra,Ladwa,Dhudi,104600,,
Kurukshetra,Ladwa,Brahan,104601,,
Kurukshetra,Ladwa,Gharaula,104602,,
Kurukshetra,Ladwa,Dab Khera,104603,,
Kurukshetra,Ladwa,Samalkha,104604,,
Kurukshetra,Ladwa,Dhandla,104605,,
Kurukshetra,Ladwa,Dugari,104606,,
Kurukshetra,Ladwa,Kharkali,104607,,
Kurukshetra,Ladwa,Shah zadpur,104608,,
Kurukshetra,Ladwa,Jogi Majra2,104609,,
Kurukshetra,Ladwa,Sultanpur,104610,,
Kurukshetra,Ladwa,Chhapra2,104611,,
Kurukshetra,Ladwa,Bir Bartauli,104612,,
Kurukshetra,Ladwa,Lathi Dhnaura,104613,,
Kurukshetra,Ladwa,Baraichpur,104614,,
Kurukshetra,Ladwa,Baraut,104615,,
Kurukshetra,Ladwa,Bhalar,104616,,
Kurukshetra,Ladwa,Bhalari,104617,,
Kurukshetra,Ladwa,Pahladpur,104618,,
Kurukshetra,Ladwa,Halalpur,104619,,
Kurukshetra,Ladwa,Jalaludin Majra,104620,,
Kurukshetra,Ladwa,Nakhrojpur,104621,,
Kurukshetra,Ladwa,Mahwa Kheri,104622,,
Kurukshetra,Ladwa,Badarpur,104623,,
Kurukshetra,Thanesar,Thanesar,104624,,
Kurukshetra,Thanesar,Amin,104625,,
Kurukshetra,Thanesar,Bir Amin,104626,,
Kurukshetra,Thanesar,Sanhedi Khalsa,104627,,
Kurukshetra,Thanesar,Palwal,104628,,
Kurukshetra,Thanesar,Umri,104629,,
Kurukshetra,Thanesar,Untheri,104630,,
Kurukshetra,Thanesar,Mathana,104631,,
Kurukshetra,Thanesar,Sirsama,104632,,
Kurukshetra,Thanesar,Bodla,104633,,
Kurukshetra,Thanesar,Pipli,104634,,
Kurukshetra,Thanesar,Sirsala,104635,,
Kurukshetra,Thanesar,Kirmach,104636,,
Kurukshetra,Thanesar,Hathira,104637,,
Kurukshetra,Thanesar,Pindarsi,104638,,
Kurukshetra,Thanesar,Barna,104639,,
Kurukshetra,Thanesar,Mirzapur,104640,,
Kurukshetra,Thanesar,Josar,104641,,
Kurukshetra,Thanesar,Shamaspur,104642,,
Kurukshetra,Thanesar,Jogna Khera,104643,,
Kurukshetra,Thanesar,Malakpur2,104644,,
Kurukshetra,Thanesar,Dhurala,104645,,
Kurukshetra,Thanesar,Chibba,104646,,
Kurukshetra,Thanesar,Salpani Kalan,104647,,
Kurukshetra,Thanesar,Bachgaon,104648,,
Kurukshetra,Thanesar,Lukhi,104649,,
Kurukshetra,Thanesar,Adhon,104650,,
Kurukshetra,Thanesar,Ajrana Kalan,104651,,
Kurukshetra,Thanesar,Ajrana Khurd,104652,,
Kurukshetra,Thanesar,Baram,104653,,
Kurukshetra,Thanesar,Morthala,104654,,
Kurukshetra,Thanesar,Kanipla,104655,,
Kurukshetra,Thanesar,Kaulapur,104656,,
Kurukshetra,Thanesar,Ishargarh,104657,,
Kurukshetra,Thanesar,Tigri Khalsha,104658,,
Kurukshetra,Thanesar,Jirbari,104659,,
Kurukshetra,Thanesar,Khaspur,104660,,
Kurukshetra,Thanesar,Samani,104661,,
Kurukshetra,Thanesar,Shadipur Nawada,104662,,
Kurukshetra,Thanesar,Ishaqpur,104663,,
Kurukshetra,Thanesar,Salarpur,104664,,
Kurukshetra,Thanesar,Alampur,104665,,
Kurukshetra,Thanesar,Kheri Brahmanan,104666,,
Kurukshetra,Thanesar,Sunderpur,104667,,
Kurukshetra,Thanesar,Kheri Ramnagar,104668,,
Kurukshetra,Thanesar,Chander Bhanpur,104669,,
Kurukshetra,Thanesar,Ratgal,104670,,
Kurukshetra,Thanesar,Bodhi,104671,,
Kurukshetra,Thanesar,Sodhi,104672,,
Kurukshetra,Thanesar,Shadipur Ladwa,104673,,
Kurukshetra,Thanesar,Kishangarh2,104674,,
Kurukshetra,Thanesar,Kheri Gadian,104675,,
Kurukshetra,Thanesar,Bir Khairi,104676,,
Kurukshetra,Thanesar,Sonti,104677,,
Kurukshetra,Thanesar,Bir Sonti,104678,,
Kurukshetra,Thanesar,Karhami,104679,,
Kurukshetra,Thanesar,Daulatpur,104680,,
Kurukshetra,Thanesar,Muniarpur,104681,,
Kurukshetra,Thanesar,Bir Mathana,104682,,
Kurukshetra,Thanesar,Chharpura,104683,,
Kurukshetra,Thanesar,Mukarpura,104684,,
Kurukshetra,Thanesar,Bir Pipli,104685,,
Kurukshetra,Thanesar,Devidaspura,104686,,
Kurukshetra,Thanesar,Vazidpur,104687,,
Kurukshetra,Thanesar,Partapgarh,104688,,
Kurukshetra,Thanesar,Rattandera,104689,,
Kurukshetra,Thanesar,Ghararsi,104690,,
Kurukshetra,Thanesar,Jhinjharpur,104691,,
Kurukshetra,Thanesar,Kanthala Khurd,104692,,
Kurukshetra,Thanesar,Kanthala Kalan,104693,,
Kurukshetra,Thanesar,Samshipur,104694,,
Kurukshetra,Thanesar,Gulabgarh2,104695,,
Kurukshetra,Thanesar,Dayalpur,104696,,
Kurukshetra,Thanesar,Narkatari,104697,,
Kurukshetra,Thanesar,Raogarh,104698,,
Kurukshetra,Thanesar,Bagthala,104699,,
Kurukshetra,Thanesar,Indbari,104700,,
Kurukshetra,Thanesar,Munda Khera,104701,,
Kurukshetra,Thanesar,Balahi,104702,,
Kurukshetra,Thanesar,Dabkheri,104703,,
Kurukshetra,Thanesar,Bahri,104704,,
Kurukshetra,Thanesar,Ghamur Kheri,104705,,
Kurukshetra,Thanesar,Bhiwani Khera,104706,,
Kurukshetra,Thanesar,Hansala,104707,,
Kurukshetra,Thanesar,Doda Kheri,104708,,
Kurukshetra,Thanesar,Kheri Markanda,104709,,
Kurukshetra,Thanesar,Amargarh Majhada,104710,,
Kurukshetra,Thanesar,Gobind Majra,104711,,
Kurukshetra,Thanesar,Udarsi,104712,,
Kurukshetra,Thanesar,Jhinwarheri,104713,,
Kurukshetra,Thanesar,Salpani Khurd,104714,,
Kurukshetra,Thanesar,Hasanpur,104715,,
Kurukshetra,Thanesar,Panwan,104716,,
Kurukshetra,Thanesar,Shadipur Shahbad,104717,,
Kurukshetra,Thanesar,Shadipur Shahida,104718,,
Kurukshetra,Thanesar,Dhirpur,104719,,
Kurukshetra,Thanesar,Gogpur,104720,,
Kurukshetra,Thanesar,Sudhpur,104721,,
Kurukshetra,Thanesar,Ajrani,104722,,
Kurukshetra,Thanesar,Hinga Kheri,104723,,
Kurukshetra,Thanesar,Dudhla,104724,,
Kurukshetra,Thanesar,Jalkheri,104725,,
Kurukshetra,Thanesar,Kalal Majra,104726,,
Kurukshetra,Thanesar,Mirchaheri,104727,,
Kurukshetra,Thanesar,Khanpur Kolian,104728,,
Kurukshetra,Thanesar,Untsal,104729,,
Kurukshetra,Thanesar,Sanwala,104730,,
Kurukshetra,Thanesar,Bangron,104731,,
Kurukshetra,Thanesar,Musapur,104732,,
Kurukshetra,Thanesar,Ramgarh,104733,,
Kurukshetra,Thanesar,Bohli,104734,,
Kurukshetra,Thanesar,Bahadur Pura,104735,,
Kurukshetra,Thanesar,Hariapur,104736,,
Kurukshetra,Thanesar,Masana,104737,,
Kurukshetra,Thanesar,Fatuhpur,104738,,
Kurukshetra,Thanesar,Barwa,104739,,
Kurukshetra,Thanesar,Kanwar Kheri,104740,,
Kurukshetra,Ismailabad,Bhustala,104741,,
Kurukshetra,Ismailabad,Thol,104742,,
Kurukshetra,Ismailabad,Jhansa,104743,,
Kurukshetra,Ismailabad,Ismailabad,104744,,
Kurukshetra,Ismailabad,Chamun Kalan,104745,,
Kurukshetra,Ismailabad,Ajrawar,104746,,
Kurukshetra,Ismailabad,Rohti,104747,,
Kurukshetra,Ismailabad,Shanti Nagar,104748,,
Kurukshetra,Ismailabad,Jalbehra,104749,,
Kurukshetra,Ismailabad,Naisi,104750,,
Kurukshetra,Ismailabad,Thaska Miranji,104751,,
Kurukshetra,Ismailabad,Pipli Majra,104752,,
Kurukshetra,Ismailabad,Ismailpur,104753,,
Kurukshetra,Ismailabad,Shekhpur Chammu/Sekhpura,104754,,
Kurukshetra,Ismailabad,Fatehgarh Chamun,104755,,
Kurukshetra,Ismailabad,Kumhar Majra,104756,,
Kurukshetra,Ismailabad,Gorkha,104757,,
Kurukshetra,Ismailabad,Kheri Shahidan,104758,,
Kurukshetra,Ismailabad,Majri Kalan,104759,,
Kurukshetra,Ismailabad,Majri Khurd,104760,,
Kurukshetra,Ismailabad,Basantpur,104761,,
Kurukshetra,Ismailabad,Tangoli,104762,,
Kurukshetra,Ismailabad,Shergarh,104763,,
Kurukshetra,Ismailabad,Thanadran,104764,,
Kurukshetra,Ismailabad,Madaharan,104765,,
Kurukshetra,Ismailabad,Tabra,104766,,
Kurukshetra,Ismailabad,Noorpur Buchi,104767,,
Kurukshetra,Ismailabad,Saidpur Saidan,104768,,
Kurukshetra,Ismailabad,Jakhwala,104769,,
Kurukshetra,Ismailabad,Babakpur,104770,,
Kurukshetra,Babain,Ram pura,104771,,
Kurukshetra,Babain,Bagrat,104772,,
Kurukshetra,Babain,Babain,104773,,
Kurukshetra,Babain,Kandauli,104774,,
Kurukshetra,Babain,Bhagwanpur,104775,,
Kurukshetra,Babain,Isharheri,104776,,
Kurukshetra,Babain,Sunarian,104777,,
Kurukshetra,Babain,Sanghor,104778,,
Kurukshetra,Babain,Mangoli Jatan,104779,,
Kurukshetra,Babain,Ramsaran Majra,104780,,
Kurukshetra,Babain,Lakhmari,104781,,
Kurukshetra,Babain,Mangoli Rangran,104782,,
Kurukshetra,Babain,Haripura,104783,,
Kurukshetra,Babain,Tatki,104784,,
Kurukshetra,Babain,Kasithal,104785,,
Kurukshetra,Babain,Tatka,104786,,
Kurukshetra,Babain,Sujri,104787,,
Kurukshetra,Babain,Mando Khara,104788,,
Kurukshetra,Babain,Mando Khara,104789,,
Kurukshetra,Babain,Ram Nagar3,104790,,
Kurukshetra,Babain,Lohara,104791,,
Kurukshetra,Babain,Khairi,104792,,
Kurukshetra,Babain,Khaira,104793,,
Kurukshetra,Babain,Guhan,104794,,
Kurukshetra,Babain,Rurki,104795,,
Kurukshetra,Babain,Bhaini,104796,,
Kurukshetra,Babain,Khirki Viran,104797,,
Kurukshetra,Babain,Hamidpur,104798,,
Kurukshetra,Babain,Binat,104799,,
Kurukshetra,Babain,Sujra,104800,,
Kurukshetra,Babain,Bir Sujra,104801,,
Kurukshetra,Babain,Kanauni,104802,,
Kurukshetra,Babain,Kalwa,104803,,
Kurukshetra,Babain,Bir Kalwa,104804,,
Kurukshetra,Babain,Berthala,104805,,
Kurukshetra,Babain,Dhanani,104806,,
Kurukshetra,Babain,Ghisarpari,104807,,
Kurukshetra,Babain,Phalsanda Jatan,104808,,
Kurukshetra,Babain,PhalsandaRangan,104809,,
Kurukshetra,Babain,Bir Mangoli,104810,,
Kurukshetra,Babain,Simbalwal,104811,,
Kurukshetra,Babain,Ram Nagar4,104812,,
Kurukshetra,Babain,Kalirono,104813,,
Kurukshetra,Babain,Bhukri,104814,,
Kurukshetra,Babain,Jhandaula,104815,,
Kurukshetra,Babain,Buhawi,104816,,
Mahendergarh,Narnaul,Dohar Kalan,104817,,
Mahendergarh,Narnaul,God,104818,,
Mahendergarh,Narnaul,Mukandpura,104819,,
Mahendergarh,Narnaul,Talot,104820,,
Mahendergarh,Narnaul,Basirpur,104821,,
Mahendergarh,Narnaul,Balaha Kalan,104822,,
Mahendergarh,Narnaul,Rambass,104823,,
Mahendergarh,Narnaul,Maloli,104824,,
Mahendergarh,Narnaul,Kultajpur,104825,,
Mahendergarh,Narnaul,Sihma,104826,,
Mahendergarh,Narnaul,Chinaliya,104827,,
Mahendergarh,Narnaul,Deroli Ahir,104828,,
Mahendergarh,Narnaul,Guwani,104829,,
Mahendergarh,Narnaul,Khorma,104830,,
Mahendergarh,Narnaul,Gahli,104831,,
Mahendergarh,Narnaul,Bargaon,104832,,
Mahendergarh,Narnaul,Dharsoon,104833,,
Mahendergarh,Narnaul,Hudina,104834,,
Mahendergarh,Narnaul,Niwaz Nagar,104835,,
Mahendergarh,Narnaul,Mitrapura,104836,,
Mahendergarh,Narnaul,Lehroda,104837,,
Mahendergarh,Narnaul,Raghunathpura,104838,,
Mahendergarh,Narnaul,Amarpur Jorasi,104839,,
Mahendergarh,Narnaul,Kanwi,104840,,
Mahendergarh,Narnaul,Dhani Bhathotha,104841,,
Mahendergarh,Narnaul,Meerpur,104842,,
Mahendergarh,Narnaul,Narnaul,104843,,
Mahendergarh,Narnaul,Shahpur-I,104844,,
Mahendergarh,Narnaul,Bhushan Kalan,104845,,
Mahendergarh,Narnaul,Mandhana,104846,,
Mahendergarh,Narnaul,Patikra,104847,,
Mahendergarh,Narnaul,Sheoram Nathpura,104848,,
Mahendergarh,Narnaul,Ghatasher,104849,,
Mahendergarh,Narnaul,MohmadpurHamindkhan,104850,,
Mahendergarh,Narnaul,Dohar Khurd,104851,,
Mahendergarh,Narnaul,Tajipur,104852,,
Mahendergarh,Narnaul,Kaloli,104853,,
Mahendergarh,Narnaul,Tahla,104854,,
Mahendergarh,Narnaul,Badopur,104855,,
Mahendergarh,Narnaul,Jadupur,104856,,
Mahendergarh,Narnaul,Bhankhari,104857,,
Mahendergarh,Narnaul,Dhancholi,104858,,
Mahendergarh,Narnaul,Dhanuta,104859,,
Mahendergarh,Narnaul,Kanwariawas,104860,,
Mahendergarh,Narnaul,Baproli,104861,,
Mahendergarh,Narnaul,Nangal Katha,104862,,
Mahendergarh,Narnaul,Dublana,104863,,
Mahendergarh,Narnaul,Jat Guwana,104864,,
Mahendergarh,Narnaul,Jailaf,104865,,
Mahendergarh,Narnaul,Jakhani,104866,,
Mahendergarh,Narnaul,Khatoti Sultanpur,104867,,
Mahendergarh,Narnaul,Hamidpur,104868,,
Mahendergarh,Narnaul,Khatoti Khurd,104869,,
Mahendergarh,Narnaul,Nuni Awal,104870,,
Mahendergarh,Narnaul,Nasibpur,104871,,
Mahendergarh,Narnaul,Nangtihari,104872,,
Mahendergarh,Narnaul,Barkoda,104873,,
Mahendergarh,Narnaul,Nuni Kalan,104874,,
Mahendergarh,Narnaul,Sarahpur,104875,,
Mahendergarh,Narnaul,Kutbapur,104876,,
Mahendergarh,Narnaul,Akbarpur Ramu,104877,,
Mahendergarh,Narnaul,Abdula Nagar,104878,,
Mahendergarh,Narnaul,Maharampur,104879,,
Mahendergarh,Narnaul,Rampura,104880,,
Mahendergarh,Narnaul,Rampura,104881,,
Mahendergarh,Narnaul,Mayee,104882,,
Mahendergarh,Narnaul,Mayee,104883,,
Mahendergarh,Narnaul,Azam Nagar,104884,,
Mahendergarh,Narnaul,Kirarod Afgaon,104885,,
Mahendergarh,Narnaul,Hajipur,104886,,
Mahendergarh,Narnaul,Mandlana,104887,,
Mahendergarh,Narnaul,Bas KirarodUmrabad,104888,,
Mahendergarh,Narnaul,Khampura,104889,,
Mahendergarh,Narnaul,Khaspur,104890,,
Mahendergarh,Narnaul,Faizabad,104891,,
Mahendergarh,Narnaul,Thana,104892,,
Mahendergarh,Narnaul,Makshuspur,104893,,
Mahendergarh,Narnaul,Rasulpur,104894,,
Mahendergarh,Narnaul,Khanpur,104895,,
Mahendergarh,Narnaul,Muraripur,104896,,
Mahendergarh,Narnaul,Nangal Shalu,104897,,
Mahendergarh,Narnaul,Karota,104898,,
Mahendergarh,Narnaul,Surana,104899,,
Mahendergarh,Narnaul,Shahpur-II,104900,,
Mahendergarh,Narnaul,Kodinja,104901,,
Mahendergarh,Narnaul,Bhushan Khurd,104902,,
Mahendergarh,Narnaul,Seka,104903,,
Mahendergarh,Narnaul,Faizalipur,104904,,
Mahendergarh,Narnaul,Hasanpur2,104905,,
Mahendergarh,Mahendragarh,Jant,104906,,
